Year,Constituency_No,Position,Candidate,Party,Votes,Constituency_Name,Constituency_Type,Turnout_Percentage,Vote_Share_Percentage,Deposit_Lost,Margin_Percentage
1967,99,1,J.P. BHATT,SWA,23483,MEGHRAJ,GEN,67.76,59.5,no,23.22
1967,100,1,K.K. PARMAR,INC,18386,SANTRAMPUR,GEN,56.36,48.54,no,5.27
1967,101,1,H.L. NINAMA,INC,16955,JHALOD,SC,49.76,61.18,no,39.61
1967,102,1,I.M. HATHILA,INC,24688,LIMDI,ST,57.61,72.78,no,52.24
1967,103,1,J.M. SOLANKI,INC,20483,DOHAD,ST,53.04,69.15,no,45.77
1967,104,1,V.B. PASAYA,SWA,25131,LIMKHEDA,ST,52.2,72.78,no,53.26
1967,105,1,JAIDEEPSINHJI,SWA,33043,DEVGADH BARIA,GEN,66.11,80.11,no,61.88
1967,106,1,A.D. PARMAR,INC,16650,HALOL,GEN,58.68,48.65,no,11.7
1967,107,1,V.B. CHOHAN,SWA,20534,KALOL,GEN,60.78,54.07,no,13.07
1967,108,1,G.D. PATHAK,SWA,17561,GODHRA,GEN,58.23,48.56,no,9.15
1967,109,1,R.J. BHATIA,SWA,13059,SALIA,GEN,53.75,37.65,no,0.42
1967,110,1,P.G. PARMAR,INC,15701,SHEHRA,GEN,56.5,46.03,no,16.11
1967,111,1,K.B. DAVE,SWA,20494,LUNAVADA,GEN,60.9,55.63,no,20.86
1967,112,1,N.K. SOLANKI,SWA,22997,BALASINOR,GEN,68.35,55.14,no,10.28
1967,113,1,M.D. DESAI,SWA,25786,THASRA,GEN,65.16,61.25,no,22.5
1967,114,1,K.N. DOSHI,SWA,26615,KAPADWANJ,GEN,74.04,55.53,no,11.85
1967,115,1,A.K. PARMAR,SWA,17443,KATHLAL,GEN,64.08,46.45,no,8.5
1967,116,1,J.H. JADAV,INC,25501,MEHMEDABAD,GEN,72.05,54.77,no,9.55
1967,117,1,A.B. VAGHELA,SWA,19427,MAHUDHA,GEN,66.04,50.63,no,10.73
1967,118,1,B.J. PATEL,INC,28767,NADIAD,GEN,75.17,53.39,no,6.79
1967,119,1,S.D. VAGHELA,INC,30936,ANAND,GEN,73.23,52.94,no,8.5
1967,120,1,U.V. VADODIYA,SWA,25324,UMRETH,GEN,69.3,59.91,no,19.83
1967,121,1,B.D. PATEL,SWA,23712,SARSA,GEN,76.31,51.39,no,2.78
1967,122,1,R.D. PATEL,INC,25636,BORSAD,GEN,69.68,54.94,no,13.38
1967,123,1,M.F. SOLANKI,INC,28644,BHADRAN,GEN,71.17,57.32,no,14.64
1967,124,1,I.C. PATEL,INC,27418,SOJITRA,GEN,69.94,59.55,no,22.28
1967,125,1,A.A. MIRZA,INC,23981,PETLAD,GEN,72.95,50.19,no,0.39
1967,126,1,G.A. WAGHELA,INC,31777,MATAR,SC,72.4,67.51,no,37.24
1967,127,1,M.B. SHAH,INC,29718,CAMBAY,GEN,76.5,58.35,no,18.99
1967,128,1,M.S. TADVI,SWA,13358,JETPUR,ST,42.87,57.15,no,14.3
1967,129,1,B.G. TADVI,INC,15102,CHHOTAUDAIPUR,ST,51.29,53.14,no,6.27
1967,130,1,P.U. BHIL,INC,21940,NASWADI,ST,57.34,53.37,no,6.74
1967,131,1,C.J. PATEL,INC,32187,SANKHEDA,GEN,73.8,72.75,no,45.5
1967,132,1,N.I. PUROHIT,SWA,20764,DABHOI,GEN,67.12,47.52,no,3.51
1967,133,1,M.G. POLA,INC,12844,WAGHODIA,GEN,53.56,39.37,no,0.43
1967,134,1,M.A. SHAH,INC,15449,SAVLI,GEN,65.26,37.58,no,5.29
1967,135,1,C.K. PARIKH,SWA,21826,BARODA CITY,GEN,62.46,55.57,no,21.03
1967,136,1,S.M.MEHTA,PSP,13918,RAOPURA,GEN,59.25,42.18,no,10.3
1967,137,1,F.P. GAEKWAD,INC,21739,SAYAJIGANJ,GEN,58.16,60,no,31.08
1967,138,1,K.A. WAGHELA,SWA,22522,BARODA RURAL,GEN,60.19,56.79,no,21.81
1967,139,1,J.S. SHAH,INC,26263,PADRA,GEN,67.39,54.46,no,18.23
1967,140,1,N.G. ARYA,SWA,21639,KARJAN,SC,61.7,47.3,no,1.12
1967,141,1,V.C. SHAH,INC,28080,JAMBUSAR,GEN,63.54,64.28,no,44.1
1967,142,1,N.M. KAANSARA,INC,22825,VAGRA,GEN,66.07,49.74,no,10.78
1967,143,1,C.M. BHATT,INC,21112,BROACH,GEN,63.91,46.11,no,18.49
1967,144,1,A.A. PATEL,INC,20294,ANKLESHWAR,GEN,67.86,47.62,no,7.79
1967,145,1,Z.R. VASAVA,INC,14479,JHAGADIA,ST,57.89,38.99,no,1.59
1967,146,1,H. M. RAJWADI,INC,15417,NANDOD,ST,55.92,44.42,no,1.84
1967,147,1,C. BIJALBHAI,SWA,11087,DEDIAPADA,GEN,51.46,39.71,no,7.33
1967,148,1,B.F. VASAVE,SWA,14357,SONGADH,ST,48.44,45.22,no,7.34
1967,149,1,P. D. PATEL,INC,16602,MANDVI,ST,56.34,53.41,no,27.68
1967,150,1,R. R. CHAUDHARI,INC,15542,MANGROL,ST,61.96,41.68,no,12.18
1967,151,1,G. R. CHOKHAWALA,INC,18966,SURAT CITY EAST,GEN,54.77,68.31,no,51.3
1967,152,1,P. M. VYAS,INC,20461,SURAT CITY NORTH,GEN,47.74,70.89,no,55.02
1967,153,1,M. H. A. S. GOLANDAZ,INC,16329,SURAT CITY WEST,GEN,47.96,49.32,no,23.45
1967,154,1,U. P. S. BHATT,INC,26013,CHORASI,GEN,59.16,64.65,no,41.53
1967,155,1,H. K. DESAI,INC,27569,OLPAD,GEN,75.4,66.5,no,39.41
1967,156,1,B. V. PATEL,INC,27636,BARDOLI,GEN,62.75,66.22,no,37.88
1967,157,1,C. N. RATHOD,INC,25456,MAHUVA,ST,62.38,60.35,no,26.51
1967,158,1,B. S.GAMIT,INC,22763,VYARA,ST,60.19,62,no,28.66
1967,159,1,G. C. PATEL,INC,25274,JALALPORE,GEN,63.58,62.91,no,25.82
1967,160,1,S. Y. UNIA,INC,16140,NAVSARI,GEN,62.8,46.09,no,4.93
1967,161,1,T. M. DESAI,INC,25333,GANDEVI,GEN,70.37,51.3,no,14.13
1967,162,1,A. G. PATEL,INC,19829,CHIKHLI,ST,57.73,50.91,no,5.25
1967,163,1,R. G. GAMIT,PSP,8776,BANSDA,ST,51.2,32.14,no,1.47
1967,164,1,B. K.PATEL,INC,19073,DHARAMPUR,ST,54.4,53.71,no,7.43
1967,165,1,R. B. JADAV,INC,12203,MOTA PONDHA,ST,45.49,48.59,no,2.97
1967,166,1,K. R. PATEL,INC,35716,BULSAR,GEN,67.63,71.14,no,42.29
1967,167,1,U. H. PATEL,INC,35336,PARDI,ST,59.04,86.6,no,74.85
1967,168,1,S. D. THAKARIA,INC,23584,UMBERGAON,ST,48,77,no,54.01
1972,1,1,KHIMJI NAGJI,INC,24743,ABDASA,GEN,52.6,67.37,no,47.17
1972,2,1,RAMJI RAGHAVJI THACKER,INC,21203,BHUJ,GEN,47,69.52,no,42.7
1972,3,1,NOSHIR DORABJI DASTUR,INC,25915,MANDVI,GEN,55.3,71.25,no,49.27
1972,4,1,MOTHARIA MEGHJI SUMAR,INC,14365,MUNDRA,SC,30.9,72.86,no,60.36
1972,5,1,KHEEMJI JESANG,INC,19419,ANJAR,GEN,56.94,43.19,no,17.4
1972,6,1,PREMCHAND OTAMCHAND,INC,13704,RAPAR,GEN,47.41,41.13,no,4.66
1972,7,1,B INDRASINHJI ZALA,INC,23948,DASADA,GEN,62.48,49.86,no,15.73
1972,8,1,HASMUKHLAL MANILAL VORA,INC,21445,WADHWAN,GEN,52.01,55.2,no,34.09
1972,9,1,HARIBHAI RATNABHAI DORIA,INC,18878,LIMBDI,SC,43.61,58.66,no,17.32
1972,10,1,KARAMSHIBHAI KANJIBHAI,INC,25769,CHOTILA,GEN,47.02,66.11,no,37.83
1972,11,1,NAGINDAS MANEKCHAND SHAH,IND,24886,DHRANGADHRA,GEN,54.72,56.51,no,23.4
1972,12,1,MAGANLAL T SOMAIYA,INC,14443,MORVI,GEN,55.47,36.14,no,0.82
1972,13,1,BODA GOVIND JETH,IND,16742,TANKARA,GEN,49.9,46.55,no,8.11
1972,14,1,ABDULMUTALLIB K PIRZADA,INC,19614,WANKANER,GEN,56.89,50.63,no,24.7
1972,15,1,GONSAI P GULABGIRI,INC,18831,JASDAN,GEN,45.67,51.36,no,18.65
1972,16,1,MANSUKHBHAI JOSHI,INC,24695,RAJKOT I,GEN,55.38,59.91,no,20.83
1972,17,1,PRADUMMANSINJI JADEJA,INC,37718,RAJKOT I I,GEN,54.09,73.39,no,48.92
1972,18,1,SORATHIA P LAKUABHAI,INC,21606,GONDAL,GEN,60.35,60.44,no,41.7
1972,19,1,JAMNADAS SAMJI VERKARIA,INC,19646,JETPUR,GEN,53.59,54.35,no,20.43
1972,20,1,NATHALAL GOKALDAS PATEL,INC,16508,DHORAJI,GEN,50.26,46.28,no,16.38
1972,21,1,GOVINDLAL KESHAVJI PATEL,INC,15861,UPLETA,GEN,43.58,57.15,no,19.81
1972,22,1,BHONJI BHIMJI PATEL,IND,18270,JODIA,GEN,49.7,54.32,no,15.56
1972,23,1,LILADHAR PRANJIVAN PATEL,IND,20534,JAMNAGAR,GEN,55.23,50.14,no,12.98
1972,24,1,K P SHAH,INC,14682,ALIA,GEN,41.23,50.43,no,24.57
1972,25,1,BHIMJIBHAI VASHRAM PATEL,INC,21973,KALAWAD,GEN,50.04,59.07,no,25.1
1972,26,1,GORDHAN RAVJI FALDU,INC,12025,JAMJODHPUR,GEN,53.34,37.2,no,16.28
1972,27,1,HEMATBHAI RAMBHAI MADAM,IND,15579,KHAMBHALIA,GEN,53.02,48.12,no,22.24
1972,28,1,GORIYA MARKHI JETHA,INC,23234,DWARKA,GEN,52.3,58.52,no,30.52
1972,29,1,MALDEVJI M ODEDARA,INC,26693,PORBANDAR,GEN,54.9,59.56,no,26.54
1972,30,1,ARJAN VEJA NANDANIA,INC,21563,KUTIYANA,GEN,50.17,61.33,no,42.32
1972,31,1,AYASHA MOHMEDALI SHEIKH,INC,15706,MANGROL,GEN,49.53,48.32,no,17.59
1972,32,1,KESAR BHAGVAN DODIYA,INC,27817,SOMNATH,GEN,52.53,70.41,no,50.96
1972,33,1,MASARI KHIMA SWVARA,INC,26594,MALIA,GEN,47.15,72.29,no,63.56
1972,34,1,THAKARSHI DHANJI LADANI,INC,11597,KESHOD,GEN,45.89,39.43,no,15.7
1972,35,1,VANVI DEVJI BHIKHA,INC,15590,MANAVADAR,SC,43.94,53.02,no,20.93
1972,36,1,DIVYAKANT K MANAVATI,INC,16739,JUNAGADH,GEN,51.43,44.35,no,23.2
1972,37,1,RAMJIBHAI D KARKAR,INC,13974,VISAVADAR,GEN,40.96,47.67,no,12.14
1972,38,1,RATUBHAI MULSHANKER ADANI,INC,24476,UNA,GEN,58.9,59.91,no,19.82
1972,39,1,J MOHANBHAI VAGADIA,INC,17877,BABRA,GEN,47.34,44.82,no,16.11
1972,40,1,GOKALDAS MOHANLAL PATEL,INC,17370,LATHI,GEN,51.2,51.09,no,17
1972,41,1,N GORDHANDAS GONDHIYA,NCO,18570,AMRELI,GEN,49.78,48.03,no,10.13
1972,42,1,RAGHAVJI T LEUVA,INC,22536,DHARI KODINAR,SC,43.18,76.24,no,66.89
1972,43,1,JASHVANT MEHTA,INC,30158,RAJULA,GEN,46.27,79.83,no,64.89
1972,44,1,N PARMANANDDAS RAVANI,INC,22017,KUNDLA,GEN,62.89,46.46,no,2.42
1972,45,1,CHHABILDAS P MEHTA,INC,29636,MAHUVA,GEN,45.18,84.38,no,78.44
1972,46,1,BATUKRAI H VORA,CPI,11996,PALITANA,GEN,46.3,37.87,no,1.19
1972,47,1,HARISINHJI AKHUBHA GOHIL,BJS,13344,SIHOR,GEN,44.94,38.64,no,2.99
1972,48,1,LAKHAMANBHAI D GOTI,INC,16495,GADHADA,GEN,45.42,54.88,no,9.77
1972,49,1,U P C SINHJI G SINHJI,INC,20830,BOTAD,GEN,50.07,60.54,no,21.08
1972,50,1,MANUBHAI GANGARAM VYAS,INC,20573,BHAVNAGAR,GEN,54.2,48.46,no,17.1
1972,51,1,PRATAPRAY TARACHAND SHAH,INC,17647,GHOGHO,GEN,46.66,49.02,no,30.27
1972,52,1,MAHASHUKHRAI K BHAI,INC,18307,TALAJA,GEN,46.5,50.44,no,27.28
1972,53,1,B UJAMSHIBHAI MODY,INC,24176,DHANDHUKA,GEN,63.38,57.02,no,22.78
1972,54,1,P RAVJIBHAI MAKWANA,INC,24745,DHOLKA,GEN,65.21,50.15,no,19.36
1972,55,1,BHANUPRASAD V PANDYA,INC,25967,BAVLA,SC,65.13,59.61,no,32.69
1972,56,1,RUDRADATTASINHJI VAGHELA,INC,33107,SANAND,GEN,73.32,67.57,no,35.13
1972,57,1,KANTIBHAI ISHWARLAL PATEL,NCO,25647,VIRAMGAM,GEN,68.57,49.23,no,4.65
1972,58,1,HARIPRASAD VYAS KOKILA,INC,30580,ELLISBRIDGE,GEN,51.29,51.62,no,19.23
1972,59,1,MANUBHAI PALKHIWALA,INC,35307,DARIAPUR KAZIPUR,GEN,55.66,62.08,no,46.64
1972,60,1,MAGANBHAI R BAROT,INC,28740,ASARWA,GEN,59.34,56.65,no,41.87
1972,61,1,AJIT PATEL,INC,15401,KHADIA,GEN,64.3,39.2,no,10.61
1972,62,1,PRABODH RAWAL,INC,26164,KALUPUR,GEN,66.63,55.9,no,19.06
1972,63,1,VASUDEV N TRIPATHI,INC,17423,SHAHPUR,GEN,59.46,37.32,no,16.7
1972,64,1,ABDULRAMIM T KUNDIWALA,INC,28922,JAMALPUR,GEN,69.6,63.89,no,27.78
1972,65,1,NARSINHBHAI K MAKWANA,INC,36621,KANKARIA,SC,54.75,69.02,no,45.51
1972,66,1,KANTILAL GHIYA,INC,42049,RAKHIAL,GEN,63.89,64.56,no,36.63
1972,67,1,VISHINDAS M MATIANI,INC,36510,NARODA,GEN,57.56,56.23,no,29.63
1972,68,1,RAMANLAL MATHURBHAI PATEL,INC,20136,DASKROI,GEN,74.47,35.37,no,8.76
1972,69,1,GHANSHYAM CHHOTALALOZA,INC,28085,DEHGAM,GEN,69.69,55.12,no,13.35
1972,70,1,NAREDRASINH A JHALA,INC,26501,GANDHINAGAR,GEN,69.39,39.51,no,7.75
1972,71,1,ARJUNSINH B RATHOD,INC,28521,KALOL,GEN,64.33,51.15,no,11.45
1972,72,1,GOVINDBHAI S PARMAR,INC,16267,KADI,SC,57.49,36.84,no,1.54
1972,73,1,BHAVSINHJI D JHALA,NCO,29193,JOTANA,GEN,73.25,50.28,no,13.73
1972,74,1,DAYASHANKAR V TRIVEDI,INC,23991,MEHSANA,GEN,53.93,50.1,no,23.24
1972,75,1,MOTI BHAI CHAUDHARI,NCO,30794,MANSA,GEN,68.24,56.06,no,30.32
1972,76,1,GANGARAM CHUNILAL RAVAL,INC,22772,VIJAPUR,GEN,65.63,41.8,no,14.11
1972,77,1,JAGANNATH MULSHANKER VYAS,NCO,32180,VISNAGAR,GEN,72.88,52.27,no,5.95
1972,78,1,SHANKARJI OKHAJI THAKOR,INC,25543,KHERALU,GEN,64.64,48.74,no,8.52
1972,79,1,SHANKERLAL MOHANLAL GURU,INC,30498,UNJHA,GEN,68.44,58.64,no,17.29
1972,80,1,VITHALBHA DOSABHAI PATEL,NCO,22272,SINDHPUR,GEN,67.35,40.46,no,6.99
1972,81,1,NATHABHAI RATNABHAI DESAI,INC,23476,PATAN,GEN,63.62,44.51,no,17.28
1972,82,1,BHAGVANDAS NARANDAS AMIN,BJS,15242,CHANASMA,GEN,65.48,28.91,no,0.92
1972,83,1,KARASANBHAI H CHAUDHARI,INC,17973,SAMI,GEN,66.59,36.63,no,2.46
1972,84,1,NIRMALA LALBHAI ZAVERI,INC,18795,RADHANPUR,GEN,49.98,52.3,no,27.75
1972,85,1,DAULATBHAI C PARMAR,INC,13396,VAV,SC,34.9,51.17,no,19.96
1972,86,1,GULAB B SINHJI VAGHELA,INC,21228,DEODAR,GEN,49.84,57.18,no,35.25
1972,87,1,SHANTILAL C DHANDHA,INC,27455,KENKREJ,GEN,58.66,63.91,no,29.74
1972,88,1,BHIKHAJI PUNJAJI PARMAR,INC,15375,DEESA,GEN,48.07,41.53,no,13.34
1972,89,1,DALUBHAI SAVAJIBHAI DESAI,INC,18523,DHANERA,GEN,47.51,55.32,no,28.82
1972,90,1,LEKHRAJ H BACHANI,BJS,23110,PALANPUR,GEN,63.07,49.68,no,11.48
1972,91,1,LALJIBHAI RAMJIBHAI KAREN,INC,17012,DANTA,GEN,48.94,46.73,no,9.78
1972,92,1,MALJIBHAI S DABHI,INC,11725,KHEDBRAHMA,ST,38.38,50.12,no,15.81
1972,93,1,MANABHAI R BHAMBHI,INC,20946,IDAR,SC,43.16,62.37,no,42.21
1972,94,1,MULSHANKER RANCHHODDAS,INC,18529,BHILODA,GEN,57.46,48.1,no,8.61
1972,95,1,SHANKERBHAI D PATEL,INC,24269,HIMATNAGAR,GEN,58.51,60.17,no,36.91
1972,96,1,GOPALDAS VENIDAS PATEL,INC,24536,PRANTIJ,GEN,68.99,51.79,no,7.23
1972,97,1,AMBALAL J UPADHYAY,INC,21905,MODASA,GEN,63.01,47.8,no,31.18
1972,98,1,L KISHORSINHAJI REHEVAR,NCO,23475,BAYAD,GEN,63.32,57,no,21.03
1972,99,1,JETHALAL CHANDULAL GANDHI,NCO,11348,MEGHRAJ,GEN,61.01,27.75,no,6.54
1972,100,1,JIVABHAI MOTIBHAI DAMOR,INC,13008,SANTRAMPUR,GEN,34.04,49.86,no,21.85
1972,101,1,VIRJIBHAI LIMBABHAI MUNIA,INC,12560,JHALOD,ST,34.02,57.2,no,30.29
1972,102,1,SOMJIBHAI PUNJABHAI DAMOR,INC,17485,LIMDI,ST,40.03,62.79,no,37.26
1972,103,1,HASUMATI B GUNDIYAR,INC,18133,DOHAD,ST,47.09,55.64,no,28.47
1972,104,1,VIRSING GANGJI MOHANIA,NCO,6394,LIMKHEDA,ST,29.58,28.55,no,0.38
1972,105,1,JAIDEEPSINGHJI S,IND,31136,DEVGADH BARIA,GEN,49.71,92.29,no,84.58
1972,106,1,BHADRA BEN PANDYA,INC,10143,HALOL,GEN,44,35.8,no,7.41
1972,107,1,MANEKLAL MAGANLAL GANDHI,NCO,14535,KALOL,GEN,49.02,43.1,no,14.1
1972,108,1,SOMALAL N SHIROIA,INC,14378,GODHRA,GEN,54.04,37.26,no,16.12
1972,109,1,RAMESH CHANDRA Y. PARMAR,INC,15819,SALIA,GEN,41.27,51.79,no,36.08
1972,110,1,PARTAPSINH HIRABHAI PATEL,INC,20727,SHEHRA,GEN,47.11,62.92,no,46.57
1972,111,1,D. K. BHATT,IND,8962,LUNAVADA,GEN,48.83,26.86,no,0.52
1972,112,1,CHHATRSINH AMARSINHJI SOLAN,INC,16668,BALASINOR,GEN,62.67,35.39,no,10.78
1972,113,1,GHANSHYAMBHAIA PANDIT,INC,20386,THASRA,GEN,51.83,51.47,no,21.92
1972,114,1,BUDHAJI JITAJI CHAUHAN,NCO,21160,KAPADWANJ,GEN,63.62,43.98,no,4.51
1972,115,1,AJITSINH FULSINHJI DABHI,INC,23101,KATHLAL,GEN,59.46,58.06,no,21
1972,116,1,FULSINHJIM SOLANKI,NCO,18005,MEHMEDABAD,GEN,64.97,37.41,no,2.68
1972,117,1,HARMANBHAI N. PATEL,NCO,15943,MAHUDHA,GEN,66.36,35.37,no,4.75
1972,118,1,BABUBHAI BHIKHABHAI DESAI,INC,29424,NADIAD,GEN,66.97,50.88,no,12.65
1972,119,1,A. BHUPATSINHJI VAGHELA,INC,31916,ANAND,GEN,59.99,55.36,no,28.81
1972,120,1,UDESINH VIRSINH VADODIYA,INC,26033,UMRETH,GEN,64.02,59.43,no,30.94
1972,121,1,GOVINDBHAI I PATEL,INC,28164,SARSA,GEN,66.59,58.31,no,28.45
1972,122,1,UMEDBHAI FATESINH GOHEL,INC,30069,BORSAD,GEN,61.24,62.23,no,28.61
1972,123,1,MADHAVSINGH F. SOLANKI,INC,33798,BHADRAN,GEN,61.56,66.81,no,35.73
1972,124,1,DADUBHAI C. VAGHELA,INC,22726,SOJITRA,GEN,63.05,48.69,no,9.71
1972,125,1,PRABHUDAS S. PATEL,INC,21864,PETLAD,GEN,65.62,45.11,no,8.4
1972,126,1,GANGABEN A. VAGHELA,INC,32718,MATAR,SC,65.44,67.1,no,36.99
1972,127,1,MADHAVLAL BHAILAL SHAH,INC,24791,CAMBAY,GEN,68.45,48.87,no,2.32
1972,128,1,KOLI M CHHOTUBHAI RATHVA,NCO,17074,JETPUR,ST,40.05,70.05,no,44.78
1972,129,1,KARSHANBHAI BODABHAI RATHAW,INC,17419,CHHOTA UDAIPUR,ST,44.29,61.96,no,39
1972,130,1,MEGHABHAI JAGABHAI BHIL,INC,19063,NASWADI,ST,47.04,52.51,no,28.61
1972,131,1,CHIMANBHAI JIVABHAI PATEL,INC,26884,SANKHEDA,GEN,66.82,61.71,no,42.13
1972,132,1,KALIDAS JETHABHAI CHAUHAN,INC,22511,DABHOI,GEN,60.91,52.49,no,19.2
1972,133,1,DHIRAJLAL D JAISWAL,IND,22579,WAGHODIA,GEN,66.48,52.05,no,15.9
1972,134,1,MANIBHAI ASHRIM SHAH,INC,26240,SAVLI,GEN,65.34,58.01,no,31.81
1972,135,1,CHANDRAKANT M PARIKH,INC,20480,BARODA CITY,GEN,54.14,48.86,no,14.53
1972,136,1,THAKORBHAI V PATEL,INC,32474,RAOPURA,GEN,58.97,79.58,no,61.39
1972,137,1,SANAT MEHTA,INC,28292,SAYAJIGANJ,GEN,55.92,56.53,no,25.9
1972,138,1,GOVINDBHAI BAPUBHAI PATEL,INC,29123,BARODA RURAL,GEN,61.73,57.97,no,20.76
1972,139,1,MANUBHAI CHHOTABHAI PATEL,INC,21373,PADRA,GEN,63.69,41.41,no,11.42
1972,140,1,PARVATIBEN L. RANA,INC,22224,KARJAN,SC,50.87,53.09,no,19.13
1972,141,1,MAGANBHAI BHUKHANBHAI,INC,37628,JAMBUSAR,GEN,72.56,71.03,no,42.06
1972,142,1,FATESINHJI PRATAPSINHJI,INC,26566,VAGRA,GEN,64.45,54,no,12.8
1972,143,1,PIYUSHBHAI D THAKORE,INC,29744,BROACH,GEN,60.82,58.54,no,32.38
1972,144,1,M HARI SINH BHAGUBAVA,INC,22408,ANKLESHWAR,GEN,64.91,51.21,no,5.04
1972,145,1,CHIMANLAL K VASAVA,INC,27904,JHAGADIA,ST,52.69,73.11,no,51.22
1972,146,1,HIMATBHAI M RAJVADI,INC,17597,NANDOD,ST,53.18,48.03,no,27.28
1972,147,1,RAMJIBHAI HIRABHAI,INC,18144,DEDIAPADA,ST,46.57,58.65,no,43.61
1972,148,1,BHIMSINGBHAI F VASAVA,INC,19784,SONGADH,ST,41.06,63.48,no,40.83
1972,149,1,VINODBHAI M CHAUDHARI,INC,18349,MANDVI,ST,54.03,53.39,no,14.08
1972,150,1,DAHIBEN RAMABHAI RATHOD,INC,19080,MANGROL,ST,48.6,50.37,no,15.12
1972,151,1,GORDHANDAS R CHOKHAWALA,INC,17219,SURAT CITY EAST,GEN,53.15,53.94,no,21.06
1972,152,1,KRUSHANAVADAN DHANSUKHLAL,INC,17716,SURAT CITY NORTH,GEN,49.35,50.13,no,9.36
1972,153,1,JASHVANT SINH D CHAUHAN,INC,17664,SURAT CITY WEST,GEN,50.05,40.04,no,15.23
1972,154,1,C NARASINHBHAI CONTRACTOR,INC,26251,CHORASI,GEN,55.23,59.72,no,23.93
1972,155,1,BALUBHAI DEVABHAI PATEL,INC,22612,OLPAD,GEN,69.12,49.8,no,6.51
1972,156,1,BHULABHAI V PATEL,INC,27161,BARDOLI,GEN,68.14,52.08,no,8.63
1972,157,1,MANCHHARAM NARANDAS PATEL,INC,28402,MAHUVA,ST,61.95,58.86,no,20.73
1972,158,1,AMRSINH B CHAUDHARI,INC,26511,VYARA,ST,55.43,69.26,no,40.1
1972,159,1,CHHAGANBHAI D PATEL,INC,25566,JALALPORE,GEN,60.7,58.26,no,23.2
1972,160,1,DINKERBHAI B DESAI,INC,24228,NAVSARI,GEN,59.84,61.61,no,32.8
1972,161,1,AMUL MAGANLAL DESAI,INC,22666,GANDEVI,GEN,65.47,42.74,no,10.36
1972,162,1,RATANJI K PATEL,INC,17240,CHIKHLI,ST,50.89,44.52,no,9.67
1972,163,1,RATANBHAI G GAVIT,INC,16996,BANSDA,ST,46.12,58.98,no,35.11
1972,164,1,RAMUBHAI BALUBHAI JADAV,NCO,14205,DHARAMPUR,ST,39.37,48.18,no,23.96
1972,165,1,BHAGWAN BHAI SOMABHAI DHANP,INC,14585,MOTA PONDHA,ST,35.96,64.29,no,39.57
1972,166,1,KESAVBHAI RATANJI PATEL,NCO,22532,BULSAR,GEN,53.89,47.87,no,14.68
1972,167,1,UTTAMBHAI HARJIBHAI PATEL,INC,29756,PARDI,ST,58.63,66.16,no,32.32
1972,168,1,KIKLABHAI J VARLI,INC,20455,UMBERGAON,ST,44.62,64.85,no,39.18
1975,1,1,THACKER MAHESHKUMAR HARJIVAN,INC,19757,ABDASA,GEN,56.59,50.11,no,25.97
1975,2,1,MEHTA SURESHCHANDRA RUPSHANKER,BJS,23629,MANDVI,GEN,58.9,54.94,no,10.8
1975,3,1,DHOLAKIA KUNDANLAL JASWANTRA,NCO,20759,BHUJ,GEN,53.93,53.1,no,9.47
1975,4,1,MOTHARIA MEGHJIBHAI SUMARBHAI,INC,12002,MUNDRA,SC,33.38,54.69,no,12.55
1975,5,1,THAKKER PREMJIBHAI BHAVANJI,INC,28158,ANJAR,GEN,60.64,59.26,no,22.52
1975,6,1,HARILAL NANJI PATEL,INC,24751,RAPAR,GEN,64,50.39,no,0.78
1975,7,1,RATHOD BHIMABHARI DALABHAI,IND,26113,DASADA,SC,67.05,53.04,no,8.28
1975,8,1,PARMAR JUVANSINH JILUBHA,IND,28019,WADHWAN,GEN,63.93,56.46,no,13.91
1975,9,1,SHAH NANDLAL SUNDERJI,INC,29236,LIMBDI,GEN,63.03,58.44,no,22.55
1975,10,1,MAKWANA KARAMSIBHAI KANJIBHAI,INC,23327,CHOTILA,GEN,56.18,63.6,no,31.54
1975,11,1,SHAH ANUPCHANDBHAI RAJPALBHAI,INC,25797,HALVAD,GEN,66.03,60.57,no,34.36
1975,12,1,NAGINDAS MANEKCHAND SHAH,IND,17901,DHRANGADHRA,GEN,66.54,39.15,no,3.97
1975,13,1,PARMAR GOKALBHAI DOSABHAI,INC,22016,MORVI,GEN,64.28,41.69,no,9.42
1975,14,1,BODA GOVINDBHAI JETHABHAI,KLP,24458,TANKARA,GEN,62.33,49.04,no,3.65
1975,15,1,JHALA JANAKKUMARSINHJI RASIKKUMARSINHJI,INC,26600,WANKANER,GEN,58.43,60.74,no,28.54
1975,16,1,SHIVRAJKUMAR KHACHAR,IND,27486,JASDAN,GEN,67.1,56.35,no,22.96
1975,17,1,KESHUBHAI PATEL,BJS,26983,RAJKOT I,GEN,63.78,55.9,no,12.64
1975,18,1,ARAVINDHBHAI MANIYAR,BJS,29341,RAJKOT I I,GEN,60.44,64.73,no,31.01
1975,19,1,WAGHELA BHANUBHAI GIGABHAI,INC,22155,RAJKOT RURAL,SC,53.94,60.61,no,39
1975,20,1,SORATHIA POPATLAL LAKHABHAI,KLP,17350,GONDAL,GEN,63.25,36.26,no,1.88
1975,21,1,PATEL RAMNIKLAL DHANJIBHAI,IND,24677,JETPUR,GEN,66.82,51.41,no,7.28
1975,22,1,MEHTA CHIMANLAL AMICHAND,INC,22683,DHORAJI,GEN,64.37,47.4,no,10.1
